date,label,count,conf
2012-05-02,"""NEGATIVE""",2,0.8644529581069946
2012-05-02,"""POSITIVE""",4,0.9735849499702454
2012-05-04,"""POSITIVE""",6,0.9025131016969681
2012-05-10,"""POSITIVE""",4,0.8934114694595336
2012-05-11,"""NEGATIVE""",6,0.8392435283887955
2012-05-14,"""NEGATIVE""",8,0.935620512564977
2012-05-14,"""POSITIVE""",4,0.9662957191467285
2012-06-03,"""NEGATIVE""",6,0.8185455765989093
2012-06-04,"""POSITIVE""",6,0.8617587387561798
2012-06-06,"""NEGATIVE""",4,0.8766955584287643
2012-06-06,"""POSITIVE""",4,0.9122262835502625
2012-06-07,"""POSITIVE""",6,0.909167597691218
2012-06-09,"""POSITIVE""",5,0.8830132948724847
2012-06-14,"""NEGATIVE""",8,0.893149833753705
2012-06-14,"""POSITIVE""",4,0.8517002805190929
2012-07-04,"""NEGATIVE""",6,0.8627005649937525
2012-07-05,"""NEGATIVE""",4,0.9089383780956268
2012-07-06,"""NEGATIVE""",4,0.9040799072155586
2012-07-08,"""POSITIVE""",10,0.9696065012527549
2012-07-10,"""POSITIVE""",3,0.9940141439437866
2012-07-11,"""NEGATIVE""",8,0.9280949868261814
2012-07-12,"""POSITIVE""",6,0.8488500452041626
2012-08-01,"""POSITIVE""",2,0.8867608626683553
2012-08-02,"""NEGATIVE""",4,0.8565706305560612
2012-08-02,"""POSITIVE""",2,0.9559839276167063
2012-08-03,"""POSITIVE""",6,0.8749654766840814
2012-08-04,"""NEGATIVE""",2,0.8502928076251861
2012-08-06,"""NEGATIVE""",4,0.8229324668645859
2012-08-06,"""POSITIVE""",4,0.9031988073278356
2012-08-07,"""NEGATIVE""",2,0.9258265420794487
2012-08-07,"""POSITIVE""",6,0.8611178945272396
2012-08-08,"""POSITIVE""",6,0.9312000970045725
2012-08-10,"""NEGATIVE""",4,0.8632792344799748
2012-08-11,"""NEGATIVE""",4,0.995359480381012
2012-08-12,"""POSITIVE""",4,0.8732964158058166
2012-09-14,"""NEGATIVE""",4,0.89023823539416
2012-10-02,"""NEGATIVE""",6,0.904591029882431
2012-10-04,"""NEGATIVE""",2,0.9964682459831238
2012-10-05,"""NEGATIVE""",4,0.8001605272293091
2012-10-07,"""NEGATIVE""",4,0.8560060458136842
2012-10-08,"""NEGATIVE""",4,0.8512896081296409
2012-10-10,"""NEGATIVE""",8,0.8989090820153555
2012-10-12,"""POSITIVE""",2,0.9064365890291002
2012-10-14,"""NEGATIVE""",3,0.8661215205987295
2012-11-02,"""NEGATIVE""",2,0.8207095242463626
2012-11-04,"""POSITIVE""",4,0.941834422675046
2012-11-05,"""NEGATIVE""",4,0.995701253414154
2012-11-05,"""POSITIVE""",4,0.9841592113176981
2012-11-08,"""POSITIVE""",4,0.9237628529469172
2012-11-09,"""POSITIVE""",4,0.9016382917761803
2012-11-10,"""POSITIVE""",4,0.8759892404079437
2012-11-14,"""NEGATIVE""",3,0.9555288255214691
2012-11-14,"""POSITIVE""",3,0.999488115310669
2012-12-01,"""POSITIVE""",8,0.9469293281435966
2012-12-05,"""NEGATIVE""",2,0.8800705869992574
2012-12-05,"""POSITIVE""",6,0.8772385446009813
2012-12-06,"""NEGATIVE""",7,0.921993107211833
2012-12-06,"""POSITIVE""",4,0.832244680573543
2012-12-07,"""NEGATIVE""",4,0.9290559589862823
2012-12-07,"""POSITIVE""",4,0.913210133711497
2012-12-09,"""POSITIVE""",4,0.9845118125279745
2012-12-11,"""POSITIVE""",4,0.9056814312934875
2012-12-12,"""POSITIVE""",4,0.8790199905633926
2013-01-02,"""NEGATIVE""",16,0.8874792190534728
2013-01-03,"""NEGATIVE""",4,0.8341347575187683
2013-01-04,"""NEGATIVE""",6,0.8790436176692739
2013-01-04,"""POSITIVE""",6,0.9179647167523702
2013-01-05,"""POSITIVE""",6,0.913088558241725
2013-01-07,"""NEGATIVE""",6,0.9783807992935181
2013-01-07,"""POSITIVE""",12,0.9483184069395065
2013-01-09,"""NEGATIVE""",6,0.9975570440292358
2013-01-09,"""POSITIVE""",37,0.8685319770026854
2013-01-10,"""NEGATIVE""",6,0.827924214658283
2013-01-11,"""NEGATIVE""",6,0.9945592880249023
2013-01-11,"""POSITIVE""",8,0.941907249391079
2013-01-14,"""NEGATIVE""",8,0.8766191530281602
2013-01-14,"""POSITIVE""",4,0.8074595689773559
2013-02-01,"""NEGATIVE""",9,0.8399845792187585
2013-02-01,"""POSITIVE""",2,0.8455524802207947
2013-02-02,"""POSITIVE""",6,0.9125740499723526
2013-02-04,"""NEGATIVE""",20,0.8843075553576154
2013-02-05,"""NEGATIVE""",2,0.8814353108406067
2013-02-05,"""POSITIVE""",2,0.8562860190868378
2013-02-06,"""NEGATIVE""",14,0.9699399359707762
2013-02-06,"""POSITIVE""",2,0.9007046520709991
2013-02-07,"""NEGATIVE""",23,0.9578191128329954
2013-02-07,"""POSITIVE""",16,0.9292237192747139
2013-02-08,"""NEGATIVE""",18,0.8991113941476802
2013-02-08,"""POSITIVE""",18,0.889842973076859
2013-02-09,"""POSITIVE""",12,0.8939861328828901
2013-02-10,"""POSITIVE""",8,0.940748393535614
2013-02-11,"""NEGATIVE""",6,0.8448371248585839
2013-02-12,"""NEGATIVE""",6,0.88517826795578
2013-02-12,"""POSITIVE""",8,0.9125202476393943
2013-02-14,"""NEGATIVE""",10,0.8403872300187747
2013-02-14,"""POSITIVE""",4,0.9808928072452545
2013-03-01,"""POSITIVE""",8,0.94088861984866
2013-03-03,"""NEGATIVE""",4,0.9422557353973389
2013-03-04,"""NEGATIVE""",6,0.7798200448354086
2013-03-04,"""POSITIVE""",7,0.8512031813333562
2013-03-05,"""POSITIVE""",12,0.8517045825719833
2013-03-06,"""NEGATIVE""",21,0.9413618704119882
2013-03-06,"""POSITIVE""",10,0.8561978936195374
2013-03-07,"""POSITIVE""",6,0.9319856266180674
2013-03-08,"""NEGATIVE""",16,0.8967408717742991
2013-03-08,"""POSITIVE""",6,0.9991182684898376
2013-03-10,"""POSITIVE""",6,0.997802197933197
2013-03-11,"""NEGATIVE""",6,0.9608259201049805
2013-03-11,"""POSITIVE""",20,0.9093524003028872
2013-03-12,"""NEGATIVE""",12,0.8801133343151637
2013-03-14,"""NEGATIVE""",8,0.8402004106478258
2013-03-14,"""POSITIVE""",6,0.9061861435572306
2013-04-01,"""NEGATIVE""",8,0.869470600038767
2013-04-01,"""POSITIVE""",12,0.8825912177562714
2013-04-02,"""NEGATIVE""",18,0.8830112203614001
2013-04-02,"""POSITIVE""",18,0.9158585906028747
2013-04-03,"""NEGATIVE""",24,0.8912491252806906
2013-04-03,"""POSITIVE""",14,0.8940545109733619
2013-04-04,"""NEGATIVE""",20,0.9287505165570312
2013-04-04,"""POSITIVE""",6,0.8820053339004517
2013-04-05,"""NEGATIVE""",42,0.869268419182489
2013-04-05,"""POSITIVE""",6,0.8549013354561544
2013-04-06,"""NEGATIVE""",12,0.9090824429041303
2013-04-07,"""POSITIVE""",6,0.9074236750602722
2013-04-08,"""NEGATIVE""",12,0.9032036811113358
2013-04-08,"""POSITIVE""",6,0.9459919333457947
2013-04-09,"""NEGATIVE""",40,0.8840210797645229
2013-04-09,"""POSITIVE""",4,0.8928904900593417
2013-04-10,"""NEGATIVE""",24,0.8784887395357838
2013-04-11,"""NEGATIVE""",50,0.8632988888884762
2013-04-12,"""NEGATIVE""",36,0.8948875573478521
2013-04-12,"""POSITIVE""",81,0.9188399422806481
2013-04-14,"""NEGATIVE""",318,0.8146671381304568
2013-04-14,"""POSITIVE""",4,0.8252195417881012
